index,airline,date_of_journey,Source,destination,route,dep_time,Arrival_time,Duration,Total_stops
236,GoAir,2023-02-14,Varanasi,Lucknow,VAR-LUC,12:20,12:59,8h 15min,non-stop
237,Air India,2019-09-19,Delhi,Patna,DEL-PAT,18:20,16:52,1h 45min,non-stop
238,Akasa Air,2022-07-14,Cochin,Nagpur,COC-LUC-NAG,08:01,22:22,7h 15min,1 stop
239,Air India,2022-06-21,Mumbai,Delhi,MUM-CHE-DEL,18:50,02:59,13h 45min,1 stop
240,Air India,2020-01-26,Mumbai,Patna,MUM-BAN-CHE-PUN-PAT,10:20,23:39,14h 30min,3 stops
241,IndiGo,2019-03-03,Varanasi,Lucknow,VAR-PUN-LUC,19:32,03:54,15h 45min,1 stop
242,AirAsia India,2019-06-05,Kolkata,Ahmedabad,KOL-IND-MUM-AHM,16:17,18:53,10h 0min,2 stops
243,GoAir,2024-05-20,Bangalore,Pune,BAN-PUN,03:40,08:26,4h 15min,non-stop
244,Akasa Air,2022-05-03,Pune,Lucknow,PUN-JAI-VAR-LUC,07:17,12:10,5h 15min,2 stops
245,SpiceJet,2020-12-05,Surat,Varanasi,SUR-LUC-BAN-GOA-VAR,06:36,13:38,1h 0min,3 stops
246,SpiceJet,2022-05-19,Hyderabad,Mumbai,HYD-BHU-CHE-GUW-MUM,12:35,18:17,14h 15min,3 stops
247,AirAsia India,2019-05-10,Lucknow,Chennai,LUC-KOL-BHU-MUM-CHE,04:13,21:36,6h 45min,3 stops
248,GoAir,2021-02-05,Pune,Chennai,PUN-CHE,07:06,06:13,5h 0min,non-stop
249,IndiGo,2021-02-19,Kolkata,Cochin,KOL-GOA-VAR-NAG-COC,14:34,14:03,7h 30min,3 stops
250,TruJet,2021-07-05,Varanasi,Bangalore,VAR-NAG-BAN,18:00,22:24,10h 0min,1 stop
251,Star Air,2023-03-21,Hyderabad,Varanasi,HYD-VAR,04:46,02:52,2h 45min,non-stop
252,SpiceJet,2019-05-12,Nagpur,Raipur,NAG-HYD-AHM-VAR-RAI,20:55,20:42,11h 45min,3 stops
253,IndiGo,2021-12-17,Patna,Cochin,PAT-CHE-IND-COC,17:08,19:16,8h 0min,2 stops
254,TruJet,2020-07-25,Cochin,Jaipur,COC-CHE-JAI,11:57,04:56,7h 45min,1 stop
255,SpiceJet,2022-07-16,Mumbai,Nagpur,MUM-CHE-PUN-DEL-NAG,13:07,05:49,6h 45min,3 stops
256,TruJet,2020-01-12,Chennai,Surat,CHE-COC-GUW-SUR,20:14,14:41,3h 30min,2 stops
257,AirAsia India,2019-12-27,Surat,Ahmedabad,SUR-GOA-NAG-AHM,03:06,20:52,11h 15min,2 stops
258,Alliance Air,2022-09-28,Patna,Bhubaneswar,PAT-VAR-BHU,10:08,18:54,6h 30min,1 stop
259,Star Air,2020-09-17,Ahmedabad,Mumbai,AHM-PUN-JAI-MUM,18:29,06:27,14h 15min,2 stops
260,Air India,2019-12-01,Mumbai,Patna,MUM-COC-NAG-VAR-PAT,08:34,21:04,2h 30min,3 stops
261,SpiceJet,2022-06-24,Varanasi,Chennai,VAR-CHE,22:51,17:21,13h 30min,non-stop
262,SpiceJet,2024-09-12,Pune,Ahmedabad,PUN-BAN-BHU-GUW-AHM,10:59,07:55,8h 30min,3 stops
263,Air India,2024-02-02,Chennai,Pune,CHE-KOL-COC-PUN,12:05,18:39,12h 15min,2 stops
264,SpiceJet,2020-11-13,Chennai,Patna,CHE-PAT,19:44,02:56,14h 30min,non-stop
265,AirAsia India,2022-08-10,Ahmedabad,Kolkata,AHM-MUM-COC-LUC-KOL,14:49,12:02,7h 15min,3 stops
266,Alliance Air,2024-02-08,Chennai,Ahmedabad,CHE-MUM-DEL-KOL-AHM,05:05,13:32,13h 30min,3 stops
267,GoAir,2022-09-05,Indore,Bhubaneswar,IND-JAI-AHM-KOL-BHU,23:35,18:51,12h 45min,3 stops
268,Akasa Air,2020-04-19,Nagpur,Kolkata,NAG-PUN-PAT-KOL,08:19,04:32,10h 15min,2 stops
269,Star Air,2020-07-23,Guwahati,Bangalore,GUW-GOA-BAN,01:13,16:40,4h 45min,1 stop
270,Air India,2019-10-19,Varanasi,Lucknow,VAR-LUC,01:03,03:40,13h 15min,non-stop
271,Air India,2019-07-04,Pune,Nagpur,PUN-COC-IND-NAG,03:46,12:54,2h 0min,2 stops
272,Akasa Air,2021-04-28,Nagpur,Patna,NAG-SUR-BAN-VAR-PAT,19:36,07:33,4h 45min,3 stops
273,AirAsia India,2021-05-08,Cochin,Raipur,COC-HYD-JAI-BHU-RAI,04:09,00:30,8h 30min,3 stops
274,Alliance Air,2025-07-07,Chennai,Kolkata,CHE-LUC-IND-KOL,23:27,02:56,13h 15min,2 stops
275,Air India,2020-01-13,Bangalore,Ahmedabad,BAN-SUR-RAI-AHM,00:13,21:36,14h 30min,2 stops
276,TruJet,2023-11-06,Delhi,Indore,DEL-GOA-IND,10:12,04:25,4h 15min,1 stop
277,GoAir,2020-03-11,Bhubaneswar,Delhi,BHU-DEL,14:07,14:42,3h 0min,non-stop
278,AirAsia India,2022-10-14,Nagpur,Lucknow,NAG-VAR-PAT-GUW-LUC,08:03,15:25,6h 30min,3 stops
279,SpiceJet,2022-05-23,Hyderabad,Indore,HYD-MUM-PAT-IND,04:20,07:31,13h 0min,2 stops
280,SpiceJet,2025-07-25,Pune,Raipur,PUN-RAI,04:42,04:58,4h 30min,non-stop
281,AirAsia India,2024-08-17,Chennai,Cochin,CHE-SUR-DEL-COC,19:20,18:39,2h 15min,2 stops
282,Alliance Air,2023-09-21,Bangalore,Hyderabad,BAN-GUW-MUM-HYD,18:35,23:04,3h 30min,2 stops
283,Alliance Air,2021-11-08,Mumbai,Bhubaneswar,MUM-GUW-BHU,12:05,15:15,10h 30min,1 stop
284,Akasa Air,2023-03-15,Kolkata,Delhi,KOL-JAI-VAR-DEL,23:16,15:07,10h 45min,2 stops
285,AirAsia India,2019-05-09,Nagpur,Cochin,NAG-LUC-RAI-COC,12:44,07:39,12h 15min,2 stops
286,Vistara,2025-11-08,Ahmedabad,Kolkata,AHM-BAN-KOL,07:55,05:53,7h 30min,1 stop
287,TruJet,2024-04-01,Cochin,Delhi,COC-BAN-MUM-AHM-DEL,13:01,04:01,11h 0min,3 stops
288,Air India,2023-01-17,Surat,Guwahati,SUR-GUW,19:03,22:37,5h 0min,non-stop
289,Alliance Air,2023-02-02,Delhi,Mumbai,DEL-MUM,00:19,13:34,5h 0min,non-stop
290,Air India,2025-04-24,Bhubaneswar,Goa,BHU-DEL-NAG-GOA,15:42,15:08,14h 15min,2 stops
291,IndiGo,2025-04-08,Guwahati,Indore,GUW-KOL-PAT-NAG-IND,03:22,08:07,6h 45min,3 stops
292,Air India,2024-05-12,Surat,Guwahati,SUR-HYD-AHM-GUW,13:58,21:13,10h 0min,2 stops
293,SpiceJet,2022-05-10,Lucknow,Delhi,LUC-VAR-NAG-HYD-DEL,07:39,15:53,10h 45min,3 stops
294,AirAsia India,2024-01-04,Nagpur,Delhi,NAG-DEL,11:36,05:57,7h 30min,non-stop
295,SpiceJet,2022-09-02,Jaipur,Delhi,JAI-SUR-PUN-DEL,12:04,10:40,12h 45min,2 stops
296,SpiceJet,2023-07-19,Pune,Guwahati,PUN-PAT-GUW,05:52,22:17,11h 30min,1 stop
297,Vistara,2019-06-15,Cochin,Bhubaneswar,COC-BHU,07:44,05:13,5h 15min,non-stop
298,Star Air,2021-01-07,Indore,Bhubaneswar,IND-BHU,18:45,02:12,6h 15min,non-stop
299,Air India,2022-08-17,Indore,Chennai,IND-KOL-CHE,04:01,03:35,7h 45min,1 stop
300,IndiGo,2024-07-24,Delhi,Goa,DEL-GOA,00:53,00:17,13h 0min,non-stop
301,Star Air,2019-07-16,Raipur,Bangalore,RAI-BHU-AHM-DEL-BAN,00:26,01:57,3h 0min,3 stops
302,Vistara,2021-12-04,Kolkata,Nagpur,KOL-NAG,19:24,14:49,2h 0min,non-stop
303,IndiGo,2023-04-14,Bhubaneswar,Hyderabad,BHU-VAR-SUR-GOA-HYD,19:34,19:44,6h 30min,3 stops
304,SpiceJet,2022-04-22,Lucknow,Guwahati,LUC-BAN-PAT-SUR-GUW,03:30,09:00,1h 45min,3 stops
305,IndiGo,2020-10-28,Goa,Mumbai,GOA-LUC-SUR-MUM,01:58,22:09,13h 0min,2 stops
306,Akasa Air,2019-11-06,Jaipur,Indore,JAI-BAN-GUW-CHE-IND,10:22,12:10,5h 15min,3 stops
307,Star Air,2023-02-17,Varanasi,Patna,VAR-RAI-PAT,01:39,02:10,13h 0min,1 stop
308,Alliance Air,2023-09-20,Cochin,Delhi,COC-DEL,17:24,04:56,11h 30min,non-stop
309,SpiceJet,2022-10-06,Nagpur,Chennai,NAG-BAN-CHE,10:15,14:22,2h 15min,1 stop
310,Akasa Air,2019-04-01,Lucknow,Bhubaneswar,LUC-SUR-BAN-JAI-BHU,02:57,11:57,7h 30min,3 stops
311,SpiceJet,2024-01-26,Ahmedabad,Pune,AHM-HYD-IND-PUN,17:38,18:55,9h 0min,2 stops
312,TruJet,2020-03-21,Hyderabad,Mumbai,HYD-COC-GOA-IND-MUM,03:17,02:13,7h 45min,3 stops
313,Air India,2025-10-07,Ahmedabad,Surat,AHM-BAN-CHE-SUR,21:22,04:41,12h 0min,2 stops
314,Akasa Air,2023-10-15,Bangalore,Cochin,BAN-PAT-SUR-COC,06:59,09:42,1h 0min,2 stops
315,IndiGo,2021-08-28,Lucknow,Pune,LUC-PUN,05:51,17:00,13h 45min,non-stop
316,Akasa Air,2021-08-10,Cochin,Chennai,COC-PAT-HYD-CHE,04:57,07:32,9h 15min,2 stops
317,Vistara,2025-02-06,Hyderabad,Lucknow,HYD-PAT-NAG-LUC,03:59,13:41,6h 0min,2 stops
318,Vistara,2022-09-11,Kolkata,Ahmedabad,KOL-GOA-AHM,13:04,03:04,14h 0min,1 stop
319,Akasa Air,2021-02-12,Pune,Surat,PUN-CHE-VAR-SUR,03:58,22:06,7h 0min,2 stops
320,Star Air,2024-01-07,Lucknow,Bangalore,LUC-PAT-COC-AHM-BAN,07:44,13:40,3h 30min,3 stops
321,IndiGo,2021-03-10,Hyderabad,Guwahati,HYD-AHM-GUW,06:45,18:15,7h 15min,1 stop
322,SpiceJet,2020-04-01,Lucknow,Ahmedabad,LUC-MUM-AHM,12:46,21:02,6h 15min,1 stop
323,SpiceJet,2021-03-21,Kolkata,Nagpur,KOL-NAG,11:25,19:09,4h 15min,non-stop
324,Akasa Air,2025-12-27,Mumbai,Pune,MUM-LUC-BHU-VAR-PUN,15:27,19:57,13h 15min,3 stops
325,Akasa Air,2019-02-27,Nagpur,Pune,NAG-PUN,01:40,10:10,6h 0min,non-stop
326,AirAsia India,2023-10-08,Kolkata,Nagpur,KOL-IND-GOA-NAG,23:17,23:48,15h 15min,2 stops
327,Akasa Air,2024-04-12,Chennai,Bhubaneswar,CHE-AHM-BHU,11:03,02:44,7h 15min,1 stop
328,Star Air,2025-01-16,Cochin,Pune,COC-PUN,02:00,11:37,10h 45min,non-stop
329,IndiGo,2023-03-10,Surat,Goa,SUR-CHE-GOA,05:54,08:13,15h 0min,1 stop
330,TruJet,2022-03-12,Goa,Pune,GOA-KOL-COC-PUN,00:16,08:13,1h 30min,2 stops
331,Air India,2024-04-16,Lucknow,Varanasi,LUC-IND-VAR,23:56,05:19,1h 45min,1 stop
332,IndiGo,2022-03-11,Surat,Varanasi,SUR-PAT-NAG-VAR,05:45,04:38,2h 30min,2 stops
333,Akasa Air,2021-07-01,Mumbai,Chennai,MUM-LUC-CHE,17:50,00:33,6h 15min,1 stop
334,TruJet,2022-07-15,Hyderabad,Bangalore,HYD-BAN,07:52,09:22,13h 15min,non-stop
335,SpiceJet,2021-07-14,Delhi,Kolkata,DEL-GUW-BHU-PUN-KOL,21:38,12:35,8h 45min,3 stops
336,Alliance Air,2022-09-02,Bhubaneswar,Kolkata,BHU-NAG-KOL,12:45,06:34,5h 15min,1 stop
337,Air India,2022-11-06,Jaipur,Surat,JAI-HYD-PUN-AHM-SUR,06:53,23:17,11h 45min,3 stops
338,Star Air,2022-12-09,Raipur,Mumbai,RAI-GUW-HYD-MUM,21:05,16:48,4h 15min,2 stops
339,IndiGo,2020-08-22,Goa,Jaipur,GOA-SUR-GUW-CHE-JAI,19:08,15:08,12h 0min,3 stops
340,IndiGo,2020-10-05,Ahmedabad,Hyderabad,AHM-COC-LUC-HYD,22:18,11:12,9h 0min,2 stops
341,AirAsia India,2023-02-11,Jaipur,Varanasi,JAI-COC-GUW-VAR,04:43,11:17,12h 0min,2 stops
342,IndiGo,2019-05-25,Delhi,Varanasi,DEL-BHU-VAR,03:35,21:28,5h 15min,1 stop
343,GoAir,2019-09-03,Indore,Guwahati,IND-VAR-RAI-SUR-GUW,12:44,05:51,5h 45min,3 stops
344,Akasa Air,2021-01-08,Delhi,Pune,DEL-JAI-PAT-GUW-PUN,03:36,13:54,2h 30min,3 stops
345,IndiGo,2021-05-20,Chennai,Ahmedabad,CHE-KOL-RAI-GUW-AHM,02:24,01:15,14h 15min,3 stops
346,Air India,2020-12-08,Goa,Delhi,GOA-HYD-BAN-DEL,19:57,04:53,1h 30min,2 stops
347,Air India,2022-07-08,Raipur,Bangalore,RAI-BAN,00:45,13:07,10h 45min,non-stop
348,Air India,2020-07-01,Indore,Delhi,IND-VAR-DEL,08:15,09:08,6h 30min,1 stop
349,Air India,2024-01-01,Nagpur,Mumbai,NAG-JAI-DEL-MUM,09:31,10:35,1h 45min,2 stops
350,GoAir,2020-12-25,Cochin,Bangalore,COC-BHU-BAN,15:18,15:29,8h 45min,1 stop
351,AirAsia India,2024-01-19,Patna,Delhi,PAT-DEL,11:08,20:07,13h 45min,non-stop
352,GoAir,2025-12-10,Raipur,Bangalore,RAI-HYD-PUN-BAN,05:23,07:50,11h 45min,2 stops
353,AirAsia India,2024-04-09,Chennai,Bangalore,CHE-COC-GOA-IND-BAN,23:39,03:41,15h 0min,3 stops
354,Alliance Air,2022-10-07,Jaipur,Kolkata,JAI-LUC-SUR-GUW-KOL,04:44,19:19,11h 0min,3 stops
355,IndiGo,2019-05-21,Guwahati,Pune,GUW-BAN-SUR-DEL-PUN,16:30,00:18,8h 15min,3 stops
356,Air India,2024-02-17,Kolkata,Nagpur,KOL-DEL-NAG,09:03,13:03,7h 15min,1 stop
357,Air India,2022-05-06,Varanasi,Surat,VAR-GUW-BHU-SUR,21:40,17:15,3h 45min,2 stops
358,Akasa Air,2021-01-20,Raipur,Goa,RAI-PAT-GUW-GOA,09:58,14:41,15h 30min,2 stops
359,TruJet,2022-01-27,Jaipur,Indore,JAI-CHE-COC-BHU-IND,21:04,21:36,14h 15min,3 stops
360,TruJet,2023-06-21,Goa,Surat,GOA-AHM-GUW-COC-SUR,15:20,05:25,7h 45min,3 stops
361,Air India,2019-11-17,Patna,Pune,PAT-PUN,01:18,15:20,13h 45min,non-stop
362,Air India,2021-05-28,Nagpur,Varanasi,NAG-MUM-BAN-GUW-VAR,03:14,13:35,10h 0min,3 stops
363,Star Air,2021-08-24,Bangalore,Lucknow,BAN-HYD-GUW-KOL-LUC,10:07,20:16,11h 15min,3 stops
364,Air India,2023-09-11,Varanasi,Patna,VAR-PAT,05:22,17:30,4h 45min,non-stop
365,Akasa Air,2020-07-03,Indore,Kolkata,IND-PAT-KOL,16:29,22:06,4h 15min,1 stop
366,TruJet,2022-07-14,Delhi,Hyderabad,DEL-HYD,12:15,14:25,5h 0min,non-stop
367,IndiGo,2022-12-11,Delhi,Lucknow,DEL-LUC,11:15,03:39,15h 15min,non-stop
368,Alliance Air,2020-06-09,Lucknow,Kolkata,LUC-RAI-MUM-VAR-KOL,14:16,18:00,14h 0min,3 stops
369,AirAsia India,2022-08-17,Cochin,Goa,COC-KOL-LUC-GOA,04:00,08:25,8h 0min,2 stops
370,IndiGo,2021-03-10,Indore,Mumbai,IND-MUM,20:04,15:15,9h 0min,non-stop
371,SpiceJet,2019-11-23,Goa,Ahmedabad,GOA-AHM,18:39,09:08,6h 45min,non-stop
372,Vistara,2019-06-08,Ahmedabad,Guwahati,AHM-KOL-PUN-COC-GUW,18:17,00:23,13h 45min,3 stops
373,SpiceJet,2023-12-07,Varanasi,Nagpur,VAR-IND-NAG,06:52,23:34,7h 15min,1 stop
374,Alliance Air,2020-10-06,Surat,Jaipur,SUR-GOA-PUN-JAI,13:15,17:28,11h 30min,2 stops
375,Star Air,2025-03-10,Varanasi,Cochin,VAR-SUR-BHU-COC,19:32,11:22,9h 30min,2 stops
376,TruJet,2023-02-04,Indore,Bhubaneswar,IND-KOL-RAI-BHU,22:52,22:56,12h 0min,2 stops
377,TruJet,2024-06-07,Ahmedabad,Jaipur,AHM-HYD-JAI,21:10,04:43,6h 30min,1 stop
378,Alliance Air,2022-04-17,Delhi,Kolkata,DEL-MUM-HYD-KOL,06:13,15:00,7h 15min,2 stops
379,Vistara,2020-12-08,Ahmedabad,Bangalore,AHM-BAN,22:34,08:50,4h 15min,non-stop
380,Air India,2020-09-06,Delhi,Cochin,DEL-BHU-COC,17:09,09:57,14h 45min,1 stop
381,Akasa Air,2025-03-04,Patna,Indore,PAT-KOL-IND,07:07,06:35,13h 0min,1 stop
382,TruJet,2020-09-17,Ahmedabad,Lucknow,AHM-HYD-LUC,09:08,18:53,14h 15min,1 stop
383,Vistara,2020-12-23,Delhi,Bhubaneswar,DEL-VAR-NAG-LUC-BHU,13:01,06:53,6h 45min,3 stops
384,IndiGo,2021-07-08,Surat,Mumbai,SUR-RAI-AHM-PUN-MUM,15:12,21:15,3h 0min,3 stops
385,Vistara,2019-07-14,Chennai,Hyderabad,CHE-HYD,15:54,09:22,5h 15min,non-stop
386,IndiGo,2023-04-27,Lucknow,Pune,LUC-PUN,15:50,07:05,11h 15min,non-stop
387,GoAir,2021-04-13,Cochin,Indore,COC-SUR-VAR-HYD-IND,05:51,20:07,3h 0min,3 stops
388,IndiGo,2025-09-13,Delhi,Pune,DEL-HYD-BHU-VAR-PUN,18:17,17:36,6h 45min,3 stops
389,SpiceJet,2022-06-04,Mumbai,Raipur,MUM-COC-RAI,19:18,17:02,13h 45min,1 stop
390,SpiceJet,2022-05-22,Hyderabad,Jaipur,HYD-IND-RAI-MUM-JAI,10:45,00:05,4h 45min,3 stops
391,Akasa Air,2022-04-11,Mumbai,Pune,MUM-VAR-BHU-SUR-PUN,18:06,17:51,10h 15min,3 stops
392,SpiceJet,2021-12-27,Cochin,Chennai,COC-NAG-CHE,23:15,10:23,4h 45min,1 stop
393,IndiGo,2021-06-07,Pune,Lucknow,PUN-LUC,16:39,01:12,8h 45min,non-stop
394,IndiGo,2023-06-03,Indore,Varanasi,IND-HYD-BHU-LUC-VAR,00:28,11:17,11h 0min,3 stops
395,IndiGo,2020-02-24,Lucknow,Hyderabad,LUC-MUM-IND-CHE-HYD,14:31,07:23,5h 45min,3 stops
396,SpiceJet,2020-05-15,Guwahati,Goa,GUW-PAT-RAI-VAR-GOA,23:10,13:11,15h 30min,3 stops
397,Akasa Air,2024-06-24,Bhubaneswar,Bangalore,BHU-BAN,10:02,04:31,9h 45min,non-stop
398,SpiceJet,2021-04-19,Hyderabad,Mumbai,HYD-VAR-RAI-MUM,22:59,20:22,9h 45min,2 stops
399,Akasa Air,2019-03-19,Pune,Lucknow,PUN-JAI-MUM-LUC,12:24,20:28,6h 15min,2 stops
400,Air India,2019-06-04,Cochin,Raipur,COC-JAI-BHU-RAI,19:47,12:46,7h 0min,2 stops
401,AirAsia India,2023-09-22,Kolkata,Hyderabad,KOL-BAN-HYD,09:14,17:04,10h 0min,1 stop
402,Vistara,2022-02-10,Bhubaneswar,Kolkata,BHU-KOL,06:31,04:18,13h 45min,non-stop
403,Star Air,2025-07-20,Hyderabad,Raipur,HYD-RAI,13:27,19:48,3h 30min,non-stop
404,Akasa Air,2020-08-24,Goa,Chennai,GOA-JAI-CHE,21:53,15:55,14h 15min,1 stop
405,Air India,2022-03-22,Patna,Kolkata,PAT-BHU-GOA-KOL,16:46,00:36,4h 0min,2 stops
406,Akasa Air,2020-07-26,Indore,Bhubaneswar,IND-BAN-GUW-MUM-BHU,22:37,10:20,15h 30min,3 stops
407,SpiceJet,2021-03-28,Kolkata,Lucknow,KOL-JAI-COC-CHE-LUC,17:16,16:54,9h 45min,3 stops
408,Alliance Air,2019-01-20,Raipur,Hyderabad,RAI-HYD,04:21,05:41,5h 45min,non-stop
409,Akasa Air,2023-12-24,Raipur,Ahmedabad,RAI-BHU-SUR-AHM,20:30,04:55,3h 30min,2 stops
410,Star Air,2023-04-08,Bhubaneswar,Hyderabad,BHU-VAR-HYD,22:50,09:12,5h 30min,1 stop
411,SpiceJet,2023-12-26,Delhi,Cochin,DEL-RAI-COC,20:02,01:41,15h 0min,1 stop
412,Star Air,2021-04-17,Bangalore,Surat,BAN-SUR,05:28,17:12,1h 30min,non-stop
413,IndiGo,2022-07-12,Delhi,Kolkata,DEL-BAN-KOL,12:02,20:00,9h 15min,1 stop
414,SpiceJet,2021-09-15,Raipur,Jaipur,RAI-BAN-DEL-MUM-JAI,11:16,18:40,6h 30min,3 stops
415,GoAir,2025-03-15,Hyderabad,Raipur,HYD-PAT-RAI,08:32,04:02,3h 45min,1 stop
416,SpiceJet,2024-09-04,Guwahati,Nagpur,GUW-PUN-VAR-NAG,15:31,16:32,5h 30min,2 stops
417,IndiGo,2023-02-03,Nagpur,Cochin,NAG-VAR-DEL-COC,13:21,11:55,1h 15min,2 stops
418,IndiGo,2020-06-18,Ahmedabad,Lucknow,AHM-LUC,17:40,03:59,10h 0min,non-stop
419,Akasa Air,2019-08-12,Varanasi,Nagpur,VAR-LUC-NAG,20:02,14:32,5h 15min,1 stop
420,Star Air,2023-01-01,Jaipur,Kolkata,JAI-HYD-KOL,19:05,13:05,1h 0min,1 stop
421,GoAir,2025-10-10,Goa,Raipur,GOA-KOL-CHE-IND-RAI,10:18,07:14,13h 15min,3 stops
422,SpiceJet,2021-07-16,Mumbai,Pune,MUM-SUR-VAR-PUN,12:50,00:44,6h 45min,2 stops
423,Vistara,2022-06-10,Varanasi,Ahmedabad,VAR-LUC-AHM,19:13,06:26,11h 45min,1 stop
424,Air India,2020-09-13,Delhi,Goa,DEL-MUM-GOA,22:38,01:59,6h 45min,1 stop
425,Air India,2019-01-07,Pune,Cochin,PUN-BHU-IND-GUW-COC,03:40,09:31,13h 0min,3 stops
426,Star Air,2024-02-21,Delhi,Jaipur,DEL-MUM-KOL-JAI,17:09,18:31,2h 30min,2 stops
427,Akasa Air,2021-04-04,Mumbai,Chennai,MUM-SUR-VAR-CHE,23:08,04:35,15h 0min,2 stops
428,TruJet,2025-08-09,Cochin,Hyderabad,COC-LUC-CHE-HYD,12:18,16:08,1h 45min,2 stops
429,AirAsia India,2025-12-09,Chennai,Pune,CHE-PUN,12:16,02:48,9h 0min,non-stop
430,Star Air,2019-09-07,Jaipur,Raipur,JAI-RAI,04:58,17:35,6h 0min,non-stop
431,GoAir,2021-11-15,Varanasi,Jaipur,VAR-HYD-LUC-PUN-JAI,10:45,06:58,13h 15min,3 stops
432,Alliance Air,2020-12-27,Kolkata,Guwahati,KOL-DEL-HYD-GUW,05:18,18:26,9h 0min,2 stops
433,IndiGo,2022-05-06,Ahmedabad,Indore,AHM-IND,17:22,05:55,15h 15min,non-stop
434,GoAir,2024-11-26,Pune,Goa,PUN-GOA,16:33,23:46,11h 15min,non-stop
435,GoAir,2023-02-13,Chennai,Indore,CHE-GOA-IND,04:34,06:24,12h 45min,1 stop
436,SpiceJet,2024-07-10,Lucknow,Ahmedabad,LUC-CHE-KOL-AHM,18:55,01:21,14h 30min,2 stops
437,Air India,2020-08-06,Guwahati,Kolkata,GUW-GOA-PUN-IND-KOL,21:46,15:19,9h 45min,3 stops
438,SpiceJet,2023-07-12,Indore,Raipur,IND-HYD-MUM-GOA-RAI,00:06,15:26,7h 0min,3 stops
439,Air India,2024-09-19,Indore,Varanasi,IND-VAR,15:29,15:14,4h 45min,non-stop
440,AirAsia India,2025-10-09,Mumbai,Goa,MUM-KOL-NAG-GOA,22:13,04:35,3h 45min,2 stops
441,Alliance Air,2025-08-09,Surat,Guwahati,SUR-GUW,11:56,19:51,6h 30min,non-stop
442,IndiGo,2024-06-24,Goa,Surat,GOA-GUW-BHU-SUR,00:34,08:39,3h 0min,2 stops
443,GoAir,2024-07-11,Bhubaneswar,Delhi,BHU-VAR-BAN-DEL,05:59,11:06,4h 0min,2 stops
444,SpiceJet,2020-05-17,Kolkata,Guwahati,KOL-PAT-COC-CHE-GUW,07:35,13:02,9h 15min,3 stops
445,GoAir,2022-01-07,Pune,Mumbai,PUN-MUM,11:27,06:12,12h 30min,non-stop
446,TruJet,2024-05-25,Indore,Patna,IND-BHU-PAT,03:48,21:04,3h 15min,1 stop
447,SpiceJet,2024-11-16,Bangalore,Ahmedabad,BAN-COC-LUC-AHM,05:11,20:37,9h 0min,2 stops
448,Vistara,2023-04-24,Nagpur,Raipur,NAG-PAT-RAI,09:16,03:09,7h 0min,1 stop
449,SpiceJet,2023-06-22,Patna,Raipur,PAT-SUR-RAI,06:15,05:32,2h 30min,1 stop
450,Alliance Air,2023-08-03,Nagpur,Jaipur,NAG-BHU-JAI,04:31,12:32,10h 45min,1 stop
451,IndiGo,2022-09-04,Goa,Pune,GOA-VAR-DEL-IND-PUN,21:10,02:52,2h 30min,3 stops
452,GoAir,2025-04-01,Bhubaneswar,Raipur,BHU-PUN-GUW-VAR-RAI,15:36,11:45,1h 15min,3 stops
453,Vistara,2020-09-19,Varanasi,Pune,VAR-CHE-IND-SUR-PUN,08:31,01:53,7h 30min,3 stops
454,GoAir,2020-08-02,Delhi,Lucknow,DEL-NAG-LUC,17:14,20:22,4h 15min,1 stop
455,AirAsia India,2025-01-05,Jaipur,Bangalore,JAI-RAI-DEL-HYD-BAN,18:31,06:36,6h 30min,3 stops
456,Akasa Air,2019-01-07,Varanasi,Delhi,VAR-DEL,08:06,00:39,14h 45min,non-stop
457,TruJet,2019-10-10,Guwahati,Varanasi,GUW-VAR,05:24,17:42,5h 15min,non-stop
458,IndiGo,2023-02-25,Guwahati,Delhi,GUW-DEL,18:54,13:51,9h 15min,non-stop
459,IndiGo,2022-07-11,Jaipur,Goa,JAI-RAI-KOL-NAG-GOA,07:21,07:48,3h 0min,3 stops
460,IndiGo,2025-12-16,Bangalore,Bhubaneswar,BAN-PAT-BHU,05:43,10:26,8h 30min,1 stop
461,AirAsia India,2023-02-22,Indore,Nagpur,IND-COC-NAG,04:04,08:12,8h 30min,1 stop
462,SpiceJet,2019-01-16,Delhi,Nagpur,DEL-AHM-NAG,18:00,07:17,10h 30min,1 stop
463,AirAsia India,2021-01-02,Raipur,Varanasi,RAI-CHE-JAI-VAR,10:52,09:52,13h 45min,2 stops
464,Akasa Air,2022-08-22,Cochin,Hyderabad,COC-DEL-AHM-HYD,00:34,04:27,6h 45min,2 stops
465,Air India,2021-05-25,Lucknow,Patna,LUC-VAR-NAG-PAT,15:08,13:20,14h 30min,2 stops
466,Vistara,2019-01-06,Kolkata,Delhi,KOL-BHU-DEL,14:50,19:32,7h 0min,1 stop
467,IndiGo,2024-09-02,Lucknow,Chennai,LUC-CHE,00:15,04:16,2h 45min,non-stop
468,Akasa Air,2019-10-09,Indore,Delhi,IND-COC-DEL,01:23,12:00,3h 30min,1 stop
469,Vistara,2025-11-01,Cochin,Nagpur,COC-NAG,10:23,21:34,15h 45min,non-stop
470,TruJet,2022-08-19,Mumbai,Surat,MUM-RAI-IND-DEL-SUR,07:45,16:00,4h 0min,3 stops
471,Air India,2023-04-07,Kolkata,Hyderabad,KOL-BHU-NAG-COC-HYD,06:43,22:49,2h 0min,3 stops
